id,college_id,college,age,preferred_pronouns
9554434357471003,10,Branford College,18,she/her
6176650290720128,7,Berkeley College,18,she/her
5970495010756367,62,Silliman College,18,he/him
6743771438538153,26,Grace Hopper College,18,she/her
2800775520872852,49,Pauli Murray College,18,she/her
3039376311421165,26,Grace Hopper College,18,he/him
5861361499670077,49,Pauli Murray College,18,she/her
7754909638829848,46,Morse College,18,she/her
5195618783154404,62,Silliman College,18,he/him
8820061838527327,6,Benjamin Franklin College,18,she/her
7809440156989774,51,Pierson College,18,he/him
9118869343823048,49,Pauli Murray College,18,she/her
2703136698659077,46,Morse College,18,she/her
6556212628983541,46,Morse College,18,he/him
9502272804274693,10,Branford College,18,he/him
1734359995025089,51,Pierson College,18,he/him
6920768984599710,7,Berkeley College,18,he/him
4618882358553986,70,Trumbull College,18,he/him
5683300185086324,71,Timothy Dwight College,18,she/her
8768667166680967,17,Davenport College,18,they/them
3598138649774290,10,Branford College,18,she/her
7378459361093252,6,Benjamin Franklin College,18,he/him
8294369983066138,22,Ezra Stiles College,18,she/her
9687500176876480,46,Morse College,18,ze/zir
1044943105050568,31,Jonathan Edwards College,18,he/him
4094744517925884,7,Berkeley College,18,she/her
0097183514984387,22,Ezra Stiles College,18,he/him
9428579923302418,49,Pauli Murray College,18,they/them
6336458511600541,17,Davenport College,18,she/her
9770875278880206,51,Pierson College,18,he/him
7179522888708529,10,Branford College,18,he/him
2949797840286328,68,Saybrook College,18,she/her
9562433288332541,71,Timothy Dwight College,18,he/him
5791472467986634,31,Jonathan Edwards College,18,she/her
4272806325871882,10,Branford College,18,he/him
7138971672011522,6,Benjamin Franklin College,18,they/them
3751789522780363,62,Silliman College,18,she/her
3083195837951057,46,Morse College,18,she/her
0797058420846495,62,Silliman College,18,she/her
9078891794469956,26,Grace Hopper College,18,he/him
3623857934429030,49,Pauli Murray College,18,she/her
2603317374345886,46,Morse College,18,he/him
7423760085054239,51,Pierson College,18,she/her
8814069744904204,51,Pierson College,18,she/her
6617000857948622,70,Trumbull College,18,he/him
3927255789995663,49,Pauli Murray College,18,she/her
3258844270014028,22,Ezra Stiles College,18,he/him
1175205030184756,49,Pauli Murray College,18,she/her
3261162628120901,22,Ezra Stiles College,18,she/her
1155021681405797,46,Morse College,18,he/him
7455932472123934,6,Benjamin Franklin College,18,she/her
8207396725439125,46,Morse College,18,she/her
2057670128753560,26,Grace Hopper College,18,she/her
2987129265440685,68,Saybrook College,18,he/him
0378326473963600,68,Saybrook College,18,he/him
2139664232675668,46,Morse College,18,he/him
1656164407873997,26,Grace Hopper College,18,he/him
8616556038903718,51,Pierson College,18,she/her
6958412607622276,22,Ezra Stiles College,18,she/her
3507277781278850,7,Berkeley College,18,she/her
7224298903483653,6,Benjamin Franklin College,18,she/her
3884332670583625,22,Ezra Stiles College,18,they/them
6007971022569255,26,Grace Hopper College,18,he/him
0534871097665734,26,Grace Hopper College,18,she/her
2995415982928387,6,Benjamin Franklin College,18,he/him
6664403503832528,17,Davenport College,18,she/her
5540523713541086,68,Saybrook College,18,he/him
4062996469264217,31,Jonathan Edwards College,18,he/him
4253061512424920,71,Timothy Dwight College,18,she/her
2157933212146448,10,Branford College,18,he/him
0979059883958364,46,Morse College,18,he/him
2220657274835883,6,Benjamin Franklin College,18,he/him
7251189518152091,22,Ezra Stiles College,18,he/him
6774113355836563,7,Berkeley College,18,they/them
4451931795674432,51,Pierson College,18,she/her
2118905258566252,6,Benjamin Franklin College,18,she/her
9856810360758066,70,Trumbull College,18,he/him
2960344119790151,17,Davenport College,18,she/her
8502223240866421,68,Saybrook College,18,she/her
2707562736988638,6,Benjamin Franklin College,18,he/him
7229995523181293,17,Davenport College,18,he/him
1728515408338434,49,Pauli Murray College,18,she/her
7606204625115080,46,Morse College,18,he/him
6049531941611220,7,Berkeley College,18,she/her
6512679682148377,70,Trumbull College,18,she/her
9331460164307800,51,Pierson College,18,she/her
7807873057805943,7,Berkeley College,18,he/him
7696726520982348,6,Benjamin Franklin College,18,he/him
5305280213038804,71,Timothy Dwight College,18,he/him
0480957739250190,6,Benjamin Franklin College,18,she/her
2280150889509093,6,Benjamin Franklin College,18,she/her
9700922584398455,6,Benjamin Franklin College,18,she/her
9735629820183969,26,Grace Hopper College,18,she/her
2170678260765481,49,Pauli Murray College,18,they/them
8679439892462898,7,Berkeley College,18,he/him
9776657844969055,7,Berkeley College,18,he/him
8031877869679367,10,Branford College,18,he/him
9859058182889980,68,Saybrook College,18,he/him
6215685019600250,62,Silliman College,18,he/him
8956659531490411,71,Timothy Dwight College,18,he/him
6237155232670434,62,Silliman College,18,he/him
8003032412890797,31,Jonathan Edwards College,18,she/her
7762528664928005,6,Benjamin Franklin College,18,she/her
7043881024978215,68,Saybrook College,18,he/him
1859472196869705,7,Berkeley College,18,she/her
6749545619051731,46,Morse College,18,she/her
0643792715458757,70,Trumbull College,18,she/her
3640015017425960,70,Trumbull College,18,he/him
7104873623051884,10,Branford College,18,he/him
6175827125208869,49,Pauli Murray College,18,he/him
1976488104904182,71,Timothy Dwight College,18,he/him
7695238825646603,71,Timothy Dwight College,18,she/her
1823897960752252,6,Benjamin Franklin College,18,she/her
2798327354730272,17,Davenport College,18,he/him
3730797899690712,70,Trumbull College,18,he/him
8794847332637913,26,Grace Hopper College,18,he/him
5224998062433171,68,Saybrook College,18,he/him
6583081389386210,17,Davenport College,18,she/her
7968735675504234,49,Pauli Murray College,18,he/him
3393646410836015,51,Pierson College,18,he/him
9664694895695463,51,Pierson College,18,she/her
8815044471378405,71,Timothy Dwight College,18,he/him
7411854982759926,68,Saybrook College,18,he/him
2415931026586234,10,Branford College,18,she/her
2071646287089841,10,Branford College,18,he/him
7064999641699672,49,Pauli Murray College,18,he/him
6838577320666283,17,Davenport College,18,she/her
9464731027919903,31,Jonathan Edwards College,18,he/him
8951868430714311,17,Davenport College,18,he/him
2035032965002940,7,Berkeley College,18,she/her
0827544881324443,46,Morse College,18,she/her
3017104925510206,17,Davenport College,18,he/him
5918881191396410,49,Pauli Murray College,18,he/him
9379356961144940,71,Timothy Dwight College,18,she/her
1147508009938712,26,Grace Hopper College,18,she/her
1862430689009768,70,Trumbull College,18,he/him
3208156976001907,68,Saybrook College,18,he/him
8818884330251522,6,Benjamin Franklin College,18,he/him
6071605964586022,71,Timothy Dwight College,18,he/him
5426125276590889,62,Silliman College,18,she/her
1268032013469180,49,Pauli Murray College,18,she/her
5775147022181834,49,Pauli Murray College,18,he/him
6541326751780353,17,Davenport College,18,she/her
6514664748138883,17,Davenport College,18,she/her
3774188631508947,51,Pierson College,18,he/him
7286401102115191,10,Branford College,18,he/him
2105583353772353,6,Benjamin Franklin College,18,she/her
1359644777539687,68,Saybrook College,18,she/her
1139473286428720,22,Ezra Stiles College,18,he/him
3287048508745712,26,Grace Hopper College,18,he/him
2315545294126066,22,Ezra Stiles College,18,he/him
9435874921468514,71,Timothy Dwight College,18,he/him
4436674048256943,10,Branford College,18,she/her
4821509088160759,6,Benjamin Franklin College,18,he/him
1293217732323126,51,Pierson College,18,she/her
7939936279138253,10,Branford College,18,he/him
2073675933898721,10,Branford College,18,he/him
0844681152769046,31,Jonathan Edwards College,18,he/him
5839698296426185,31,Jonathan Edwards College,18,he/him
5803363396968755,62,Silliman College,18,he/him
4825811646620674,31,Jonathan Edwards College,18,she/her
0618417621650954,22,Ezra Stiles College,18,she/her
3938717109628457,71,Timothy Dwight College,18,he/him
2009758869798669,17,Davenport College,18,she/her
4152686829722279,51,Pierson College,18,she/her
2768785556799702,46,Morse College,18,they/them
1040071786159598,46,Morse College,18,he/him
8391035902270780,70,Trumbull College,18,he/him
0039030185841814,22,Ezra Stiles College,18,he/him
0930252474297675,71,Timothy Dwight College,18,he/him
2889723762456931,6,Benjamin Franklin College,18,he/him
6332648227705261,7,Berkeley College,18,she/her
0994027834309990,22,Ezra Stiles College,18,he/him
9218020347813728,22,Ezra Stiles College,18,he/him
7663064934064239,70,Trumbull College,18,they/them
6789315075053099,51,Pierson College,18,she/her
9993059614302307,22,Ezra Stiles College,18,she/her
0659418356512997,49,Pauli Murray College,18,he/him
4808706256038286,71,Timothy Dwight College,18,she/her
7478212430692138,7,Berkeley College,18,he/him
3324924938917901,46,Morse College,18,he/him
9352935045467510,31,Jonathan Edwards College,18,she/her
9613028790423990,26,Grace Hopper College,18,she/her
8941814570406234,46,Morse College,18,she/her
6683678963064157,17,Davenport College,18,he/him
4870795840385167,17,Davenport College,18,he/him
2978089851239795,70,Trumbull College,18,he/him
7386093299463976,10,Branford College,18,she/her
3941166093180952,31,Jonathan Edwards College,18,he/him
1887478835377507,51,Pierson College,18,they/them
0289867743024874,31,Jonathan Edwards College,18,he/him
7080688881911917,68,Saybrook College,18,she/her
7404669413683929,26,Grace Hopper College,18,she/her
2611452178288503,70,Trumbull College,18,she/her
9823748926589827,22,Ezra Stiles College,18,he/him
3600175710485604,6,Benjamin Franklin College,18,she/her
7307433962518380,49,Pauli Murray College,18,she/her
6776994898724084,70,Trumbull College,18,she/her
5029371438756724,68,Saybrook College,18,he/him
7282104272124938,46,Morse College,18,he/him
6229120299362234,49,Pauli Murray College,18,he/him
6394421382995061,31,Jonathan Edwards College,18,she/her
1904243130789030,46,Morse College,18,she/her
7086951429032683,62,Silliman College,18,he/him
9202351698816099,7,Berkeley College,18,he/him
9523460993156864,31,Jonathan Edwards College,18,he/him
5742050810102644,26,Grace Hopper College,18,she/her
1448105113843517,70,Trumbull College,18,they/them
4756452594692879,22,Ezra Stiles College,18,he/him
8579257340602982,49,Pauli Murray College,18,he/him
5392952938949625,68,Saybrook College,18,he/him
3764461315268947,7,Berkeley College,18,she/her
3831369840446310,62,Silliman College,18,she/her
3605583559891234,49,Pauli Murray College,18,she/her
5080615051527842,51,Pierson College,18,she/her
1528879670196269,71,Timothy Dwight College,18,she/her
1132993258285158,70,Trumbull College,18,she/her
8624632331991346,46,Morse College,18,she/her
4405545305601843,68,Saybrook College,18,she/her
2526812532074563,68,Saybrook College,18,she/her
2148676686408714,6,Benjamin Franklin College,18,she/her
9266501395465210,7,Berkeley College,18,she/her
4628171380163132,62,Silliman College,18,she/her
8871395807017989,6,Benjamin Franklin College,18,she/her
1523861007216934,22,Ezra Stiles College,18,he/him
3997878098476929,6,Benjamin Franklin College,18,he/him
0854405344052279,10,Branford College,18,ze/zir
1728762727046571,70,Trumbull College,18,he/him
5209038964030773,26,Grace Hopper College,18,he/him
9828826747379996,71,Timothy Dwight College,18,she/her
8883836096511225,22,Ezra Stiles College,18,she/her
1844398506135451,71,Timothy Dwight College,18,she/her
1963582134737485,70,Trumbull College,18,she/her
7493270217475143,62,Silliman College,18,he/him
4785512701382418,70,Trumbull College,18,he/him
3761799459398147,10,Branford College,18,she/her
0808094815570188,68,Saybrook College,18,she/her
5344084787389773,49,Pauli Murray College,18,he/him
7551891518701316,6,Benjamin Franklin College,18,he/him
3044683056339450,31,Jonathan Edwards College,18,he/him
4078191004638821,71,Timothy Dwight College,18,she/her
0783375770993522,46,Morse College,18,she/her
4498033129472407,70,Trumbull College,18,she/her
9747214970430810,71,Timothy Dwight College,18,she/her
7867716940892966,7,Berkeley College,18,he/him
8120213546049830,62,Silliman College,18,he/him
6645619683563386,68,Saybrook College,18,he/him
0749491606050560,49,Pauli Murray College,18,he/him
2022838280670372,10,Branford College,18,he/him
5191544922419688,26,Grace Hopper College,18,she/her
0305326315302711,49,Pauli Murray College,18,they/them
4533326598108893,49,Pauli Murray College,18,she/her
8908969393557791,46,Morse College,18,he/him
6709709641471063,31,Jonathan Edwards College,18,she/her
8076965452887017,7,Berkeley College,18,he/him
5270750210850275,22,Ezra Stiles College,18,he/him
6509433075429873,7,Berkeley College,18,he/him
5938483454800279,68,Saybrook College,18,she/her
2853909061193568,26,Grace Hopper College,18,he/him
1185924761799654,49,Pauli Murray College,18,he/him
2522237005199676,51,Pierson College,18,she/her
1146970815626433,51,Pierson College,18,she/her
7356508244841313,31,Jonathan Edwards College,18,she/her
8207534199074444,31,Jonathan Edwards College,18,he/him
8486040239434294,46,Morse College,18,she/her
2172058666463415,22,Ezra Stiles College,18,he/him
9865688542114785,7,Berkeley College,18,she/her
7993890532100281,17,Davenport College,18,she/her
3512238622094450,26,Grace Hopper College,18,she/her
1586073405920760,46,Morse College,18,she/her
3171429184643633,51,Pierson College,18,he/him
9456535787790195,10,Branford College,18,she/her
0793650861598387,62,Silliman College,18,he/him
2336296806993179,62,Silliman College,18,she/her
7650888841852317,70,Trumbull College,18,she/her
3484338348551335,71,Timothy Dwight College,18,she/her
8380489489101515,46,Morse College,18,she/her
3941753629100371,17,Davenport College,18,he/him
8161332947842916,17,Davenport College,18,she/her
0128977472742714,46,Morse College,18,they/them
9852502044193957,49,Pauli Murray College,18,he/him
7819208023997064,46,Morse College,18,he/him
4718636978646852,7,Berkeley College,18,he/him
9597471150283879,31,Jonathan Edwards College,18,she/her
9922748862511182,71,Timothy Dwight College,18,he/him
1385910520578152,68,Saybrook College,18,he/him
6997605066743979,10,Branford College,18,they/them
6343307122694280,6,Benjamin Franklin College,18,he/him
7385109287564043,62,Silliman College,18,he/him
0880831251647649,22,Ezra Stiles College,18,she/her
3886853656972036,22,Ezra Stiles College,18,she/her
6899050880172221,22,Ezra Stiles College,18,he/him
8690223985918431,26,Grace Hopper College,18,he/him
6363337032124480,49,Pauli Murray College,18,he/him
7047091471804352,10,Branford College,18,she/her
9268289473736804,62,Silliman College,18,he/him
3236661421202093,46,Morse College,18,he/him
8563137216604904,62,Silliman College,18,he/him
8887668026879518,62,Silliman College,18,he/him
0732781402876828,17,Davenport College,18,he/him
4770966472168732,68,Saybrook College,18,she/her
1151534203248307,31,Jonathan Edwards College,18,he/him
1190454051506879,10,Branford College,18,they/them
3969985726414295,10,Branford College,18,she/her
1181287735270607,10,Branford College,18,she/her
3908722397504988,71,Timothy Dwight College,18,she/her
5473911361447606,7,Berkeley College,18,she/her
0339181391022655,51,Pierson College,18,he/him
0978162093406964,17,Davenport College,18,she/her
7468864811307617,7,Berkeley College,18,she/her
3338976486268280,70,Trumbull College,18,he/him
6328124082028311,6,Benjamin Franklin College,18,he/him
9491908241144887,70,Trumbull College,18,she/her
7853057071316046,17,Davenport College,18,she/her
3354780326493656,70,Trumbull College,18,he/him
1591713401254634,62,Silliman College,18,he/him
8638756911653115,46,Morse College,18,he/him
2108467645367454,46,Morse College,18,he/him
6028654200228905,51,Pierson College,18,he/him
8027429550443313,49,Pauli Murray College,18,she/her
6440342342263940,71,Timothy Dwight College,18,he/him
1647664324631145,71,Timothy Dwight College,18,he/him
7360833172879140,51,Pierson College,18,he/him
5759566258543966,49,Pauli Murray College,18,he/him
1956982000111770,17,Davenport College,18,he/him
1589605842354063,7,Berkeley College,18,he/him
2377663337587526,17,Davenport College,18,he/him
2524202073435230,49,Pauli Murray College,18,she/her
0952799273308969,68,Saybrook College,18,she/her
1369952864211267,22,Ezra Stiles College,18,she/her
0204016207124538,31,Jonathan Edwards College,18,she/her
9643653656913332,17,Davenport College,18,she/her
8183033535154557,68,Saybrook College,18,she/her
7936707977017334,71,Timothy Dwight College,18,he/him
8867471440359644,6,Benjamin Franklin College,18,he/him
1353263904206111,70,Trumbull College,18,she/her
0562792828822655,49,Pauli Murray College,18,she/her
6040936910681656,46,Morse College,18,he/him
9214976907877349,49,Pauli Murray College,18,she/her
0636981587907338,31,Jonathan Edwards College,18,he/him
4483628487426537,6,Benjamin Franklin College,18,she/her
4229911542041957,26,Grace Hopper College,18,he/him
8493840940027375,10,Branford College,18,she/her
6688470500394426,31,Jonathan Edwards College,18,she/her
9207910008697057,49,Pauli Murray College,18,she/her
4800745372482621,49,Pauli Murray College,18,she/her
5910419071153096,70,Trumbull College,18,he/him
0684834910217909,71,Timothy Dwight College,18,he/him
5701454687656998,49,Pauli Murray College,18,they/them
5070903743981946,17,Davenport College,18,he/him
0326014829488328,62,Silliman College,18,she/her
5502441336576370,26,Grace Hopper College,18,she/her
5328315501282258,49,Pauli Murray College,18,she/her
8138703549810900,71,Timothy Dwight College,18,she/her
0508481877551346,46,Morse College,18,he/him
0804391094943060,49,Pauli Murray College,18,she/her
1557634770148255,68,Saybrook College,18,they/them
8531479588955220,51,Pierson College,18,she/her
8991472038553344,70,Trumbull College,18,they/them
2921764475198232,10,Branford College,18,she/her
3319296842424287,49,Pauli Murray College,18,they/them
9010240689303992,6,Benjamin Franklin College,18,ze/zir
2945392827288040,46,Morse College,18,he/him
5576325455543102,22,Ezra Stiles College,18,she/her
6675261989300129,51,Pierson College,18,she/her
9349972985775785,7,Berkeley College,18,they/them
1081331975626616,62,Silliman College,18,he/him
6156340511599494,46,Morse College,18,she/her
4632415852944082,71,Timothy Dwight College,18,she/her
4818996297010087,46,Morse College,18,she/her
0995889845456831,70,Trumbull College,18,he/him
9980321959653388,51,Pierson College,18,he/him
5208575014279573,46,Morse College,18,he/him
9570429809024830,31,Jonathan Edwards College,18,she/her
9609768777124707,70,Trumbull College,18,he/him
8267365366959544,17,Davenport College,18,she/her
5902871762387153,70,Trumbull College,18,he/him
3905494790648446,49,Pauli Murray College,18,he/him
9041828463707189,10,Branford College,18,he/him
3750325647798363,31,Jonathan Edwards College,18,he/him
9166544290718397,31,Jonathan Edwards College,18,she/her
5689500772988995,68,Saybrook College,18,they/them
7098471067491993,7,Berkeley College,18,she/her
4912757229108725,49,Pauli Murray College,18,he/him
6352579425773538,31,Jonathan Edwards College,18,she/her
3796733452084697,51,Pierson College,18,she/her
9401379772508520,62,Silliman College,18,he/him
5141129296450976,46,Morse College,18,she/her
2127870159410526,22,Ezra Stiles College,18,she/her
8037637736591242,51,Pierson College,18,he/him
8949284927593016,6,Benjamin Franklin College,18,she/her
9485970117196736,70,Trumbull College,18,he/him
3459434779037931,22,Ezra Stiles College,18,she/her
1103509920028528,62,Silliman College,18,she/her
3803293235215091,10,Branford College,18,he/him
8205409538824391,6,Benjamin Franklin College,18,they/them
5727440104399959,51,Pierson College,18,she/her
7713831208332209,31,Jonathan Edwards College,18,he/him
8406624065870620,31,Jonathan Edwards College,18,she/her
2540154736108218,17,Davenport College,18,he/him
0348893485744894,22,Ezra Stiles College,18,she/her
4032704601947099,70,Trumbull College,18,he/him
8811503583895826,31,Jonathan Edwards College,18,she/her
5069523914505838,7,Berkeley College,18,he/him
0273989915543422,31,Jonathan Edwards College,18,she/her
2990020702607021,26,Grace Hopper College,18,he/him
6264967509953983,68,Saybrook College,18,he/him
1813556753895137,22,Ezra Stiles College,18,he/him
0277449470961133,7,Berkeley College,18,she/her
4592721980962384,70,Trumbull College,18,she/her
1320451227279095,51,Pierson College,18,she/her
7856055169414514,17,Davenport College,18,she/her
2243898417486760,49,Pauli Murray College,18,he/him
3012769031217689,22,Ezra Stiles College,18,she/her
5038758663426830,17,Davenport College,18,he/him
1015106819141707,31,Jonathan Edwards College,18,she/her
8747149113833648,71,Timothy Dwight College,18,she/her
9545164716379006,71,Timothy Dwight College,18,he/him
3051185241889152,31,Jonathan Edwards College,18,he/him
6552980778596868,10,Branford College,18,she/her
4620338761613863,26,Grace Hopper College,18,he/him
6680506158254062,26,Grace Hopper College,18,he/him
8727010013793332,6,Benjamin Franklin College,18,they/them
0919130295123119,49,Pauli Murray College,18,she/her
4430399458123237,46,Morse College,18,he/him
9263635375802239,70,Trumbull College,18,he/him
8899585680782376,51,Pierson College,18,she/her
0043467674115609,46,Morse College,18,she/her
7718641879160381,10,Branford College,18,they/them
8200631841834660,51,Pierson College,18,they/them
4541331600061307,62,Silliman College,18,he/him
6037010544451638,31,Jonathan Edwards College,18,he/him
8941830589154953,26,Grace Hopper College,18,she/her
1967355471129256,62,Silliman College,18,she/her
9508365167861245,71,Timothy Dwight College,18,he/him
6031453518659188,49,Pauli Murray College,18,he/him
1913191407046673,49,Pauli Murray College,18,she/her
1671405456283314,46,Morse College,18,she/her
8424993012168525,46,Morse College,18,he/him
7335850328716453,70,Trumbull College,18,she/her
8840675983276911,71,Timothy Dwight College,18,he/him
8159782076730138,17,Davenport College,18,they/them
5550726669359321,31,Jonathan Edwards College,18,he/him
1677822558006843,46,Morse College,18,he/him
7050950465966780,10,Branford College,18,she/her
9459709531785969,31,Jonathan Edwards College,18,she/her
2142478618696204,10,Branford College,18,he/him
4084526125393158,10,Branford College,20,she/her
4360451040594562,6,Benjamin Franklin College,19,he/him
5689377619670472,26,Grace Hopper College,22,he/him
8363571922770919,62,Silliman College,21,she/her
6257122288030650,17,Davenport College,22,he/him
1097005765365784,70,Trumbull College,22,they/them
1076637699806574,49,Pauli Murray College,22,she/her
4930014127453470,51,Pierson College,20,she/her
6140192645825860,62,Silliman College,19,he/him
1502997333091159,7,Berkeley College,20,he/him
9552548992533993,70,Trumbull College,20,he/him
5795286762363013,62,Silliman College,21,he/him
6744297916082995,68,Saybrook College,19,they/them
0232318913197027,10,Branford College,21,he/him
4419466287028501,7,Berkeley College,22,she/her
6578580960896226,51,Pierson College,20,she/her
9576663832166533,71,Timothy Dwight College,20,he/him
8021055392416857,10,Branford College,21,he/him
8241430000511897,22,Ezra Stiles College,19,she/her
6530980290025500,71,Timothy Dwight College,20,they/them
3663728323300757,62,Silliman College,22,he/him
4859001522810387,70,Trumbull College,21,he/him
5983528858608582,26,Grace Hopper College,20,she/her
7378518417651464,10,Branford College,19,he/him
0843179043966315,10,Branford College,20,she/her
5734423372911774,51,Pierson College,19,he/him
1230977046363726,51,Pierson College,21,he/him
8794638656232629,17,Davenport College,22,she/her
3222603596789071,49,Pauli Murray College,21,he/him
1942414669523072,51,Pierson College,20,he/him
8688416193929565,49,Pauli Murray College,19,he/him
5887779557188246,62,Silliman College,22,she/her
6031562425217913,26,Grace Hopper College,19,she/her
9383672264598941,46,Morse College,21,she/her
4735712493375614,68,Saybrook College,19,they/them
8928089497368004,46,Morse College,19,she/her
2856761833963405,26,Grace Hopper College,20,she/her
9021851816465814,26,Grace Hopper College,19,she/her
1722751298541817,7,Berkeley College,20,she/her
5845640090532201,26,Grace Hopper College,22,he/him
3495179130240864,10,Branford College,19,he/him
1657913858646395,31,Jonathan Edwards College,20,she/her
6808575547305518,17,Davenport College,19,he/him
1512034462852224,31,Jonathan Edwards College,20,he/him
8296512024527104,26,Grace Hopper College,22,he/him
7885596688897342,70,Trumbull College,22,he/him
0966547478965895,31,Jonathan Edwards College,20,she/her
5901734421566089,17,Davenport College,19,she/her
8858836598855558,51,Pierson College,21,he/him
9530634613304824,6,Benjamin Franklin College,19,she/her
0616313983617339,17,Davenport College,21,he/him
8328952943159315,51,Pierson College,22,she/her
2295891969566576,46,Morse College,19,she/her
1367805398467333,46,Morse College,22,he/him
9176425108592901,62,Silliman College,19,she/her
2868994450548889,49,Pauli Murray College,21,he/him
4767489176870673,22,Ezra Stiles College,20,he/him
9295814151260708,7,Berkeley College,20,she/her
2965509294457046,10,Branford College,19,he/him
2121557780383357,51,Pierson College,19,they/them
0414387530293366,31,Jonathan Edwards College,22,she/her
4132205449272950,31,Jonathan Edwards College,21,she/her
6814802286018949,10,Branford College,21,she/her
5881748350580726,6,Benjamin Franklin College,20,he/him
1932058034179320,10,Branford College,19,he/him
2101842879327687,51,Pierson College,20,she/her
5726150089047605,10,Branford College,21,he/him
1910807077251189,22,Ezra Stiles College,20,they/them
9606454864561708,68,Saybrook College,20,she/her
7262145867047460,62,Silliman College,19,she/her
1547560285450757,7,Berkeley College,21,she/her
9333835781425979,70,Trumbull College,21,he/him
8401883450262108,70,Trumbull College,20,she/her
5580450279428661,46,Morse College,21,he/him
7905527982512762,31,Jonathan Edwards College,19,she/her
8590836842388312,70,Trumbull College,20,she/her
6585541582115414,6,Benjamin Franklin College,19,she/her
2880018175496571,71,Timothy Dwight College,21,she/her
9174002689469503,46,Morse College,22,he/him
6297988423882839,7,Berkeley College,21,he/him
5762352195462497,6,Benjamin Franklin College,19,he/him
2438741181566478,17,Davenport College,19,he/him
2455831594170770,22,Ezra Stiles College,22,he/him
7409693182754113,26,Grace Hopper College,21,she/her
6986252301878044,7,Berkeley College,19,he/him
4575628157384028,22,Ezra Stiles College,22,he/him
8033781770170914,71,Timothy Dwight College,19,he/him
9478260269998848,62,Silliman College,21,he/him
7066781989731208,10,Branford College,20,she/her
1188713912046844,51,Pierson College,22,he/him
2349150107659203,17,Davenport College,19,she/her
7598402987807761,51,Pierson College,19,he/him
0826862258348333,49,Pauli Murray College,19,she/her
0397737492073883,51,Pierson College,20,she/her
0362039975147916,51,Pierson College,19,he/him
7284286228026574,17,Davenport College,19,she/her
4352700090566527,71,Timothy Dwight College,21,she/her
3434542372241546,6,Benjamin Franklin College,21,she/her
1548926205866279,7,Berkeley College,20,she/her
7356361397801663,31,Jonathan Edwards College,19,she/her
4661762828687030,46,Morse College,22,she/her
2221840792120630,6,Benjamin Franklin College,19,he/him
7955560893707493,31,Jonathan Edwards College,19,he/him
4550968347549403,6,Benjamin Franklin College,21,she/her
3835319345268526,31,Jonathan Edwards College,22,she/her
6113895068334725,26,Grace Hopper College,19,she/her
1882450556213901,46,Morse College,21,she/her
0354004942191843,51,Pierson College,22,he/him
5167750062282673,71,Timothy Dwight College,22,she/her
5240526922362078,70,Trumbull College,19,she/her
9814379993387470,62,Silliman College,22,she/her
9959145480384261,62,Silliman College,20,she/her
8792682474873132,62,Silliman College,22,he/him
0216458980598729,71,Timothy Dwight College,22,she/her
0860126317219967,17,Davenport College,20,they/them
3912283519039811,51,Pierson College,20,he/him
9529997665860897,17,Davenport College,19,she/her
8058301986147537,68,Saybrook College,20,he/him
8887330422217365,7,Berkeley College,21,she/her
9144044556876922,71,Timothy Dwight College,22,he/him
2629743051809656,70,Trumbull College,21,he/him
5858152459559702,22,Ezra Stiles College,20,she/her
3019302147784638,31,Jonathan Edwards College,22,she/her
6093829172542806,71,Timothy Dwight College,19,she/her
8682280470400235,71,Timothy Dwight College,21,he/him
9596275525309852,68,Saybrook College,22,he/him
0567494821723958,26,Grace Hopper College,19,she/her
1275759623804904,71,Timothy Dwight College,21,she/her
6341732927652347,31,Jonathan Edwards College,20,she/her
0385760722403904,6,Benjamin Franklin College,20,they/them
3362545337132520,46,Morse College,20,he/him
3800588282985197,10,Branford College,19,she/her
2155354380390743,31,Jonathan Edwards College,20,she/her
5624906070272630,71,Timothy Dwight College,19,she/her
3439736657710263,10,Branford College,21,she/her
2866019158424340,49,Pauli Murray College,20,she/her
2364433555334826,10,Branford College,22,she/her
2887460731990096,26,Grace Hopper College,21,she/her
7226387013879806,70,Trumbull College,19,she/her
7671798509919778,51,Pierson College,19,he/him
1025604362967679,31,Jonathan Edwards College,19,he/him
5864187419683266,46,Morse College,22,she/her
6634256665376818,31,Jonathan Edwards College,21,she/her
5011544483780565,31,Jonathan Edwards College,21,she/her
8342580613653537,31,Jonathan Edwards College,22,he/him
9318608627898613,51,Pierson College,19,he/him
7342301648978098,70,Trumbull College,21,he/him
0209604396471640,70,Trumbull College,19,he/him
6413541130252369,6,Benjamin Franklin College,19,she/her
3212968172962489,7,Berkeley College,22,she/her
8001616898366991,7,Berkeley College,20,she/her
7821206090605985,62,Silliman College,22,he/him
7753757142620598,10,Branford College,20,she/her
6542565518277867,70,Trumbull College,22,he/him
9525650210893553,17,Davenport College,19,he/him
9678701652367784,6,Benjamin Franklin College,22,she/her
3160992355833671,68,Saybrook College,21,she/her
8488205459133015,22,Ezra Stiles College,20,she/her
1273993892167803,70,Trumbull College,20,she/her
1065435108863629,6,Benjamin Franklin College,20,he/him
6953544232958428,22,Ezra Stiles College,22,she/her
9692255880114757,68,Saybrook College,19,ze/zir
8873055809576815,70,Trumbull College,19,she/her
9495590802211522,62,Silliman College,22,she/her
9248004287533716,22,Ezra Stiles College,19,she/her
8464763537636171,71,Timothy Dwight College,20,she/her
